"","Year","Medal","Time","Record","Event","Name","Athlete.Country","Host.City","Host.Country"
"270",1976,"Gold",38.33,NA,"4×100 metres relay","United States","(USA)Harvey GlanceJohnny JonesMillard HamptonSteve Riddick","Montreal","Canada"
"271",1976,"Gold",NA,NA,"4×400 metres relay","United States","(USA)Herman FrazierBenny BrownFred NewhouseMaxie Parks","Montreal","Canada"
"272",1976,"Gold",NA,NA,"Marathon","Waldemar Cierpinski","East Germany","Montreal","Canada"
"273",1976,"Gold",NA,NA,"20 kilometres walk","Daniel Bautista","Mexico","Montreal","Canada"
"274",1976,"Gold",NA,NA,"High jump","Jacek Wszoła","Poland","Montreal","Canada"
"275",1976,"Gold",NA,NA,"Pole vault","Tadeusz Ślusarski","Poland","Montreal","Canada"
"276",1976,"Gold",NA,NA,"Long jump","Arnie Robinson","United States","Montreal","Canada"
"277",1976,"Gold",NA,NA,"Triple jump","Viktor Saneyev","Soviet Union","Montreal","Canada"
"278",1976,"Gold",NA,NA,"Shot put","Udo Beyer","East Germany","Montreal","Canada"
"279",1976,"Gold",NA,NA,"Discus throw","Mac Wilkins","United States","Montreal","Canada"
"280",1976,"Gold",NA,NA,"Hammer throw","Yuriy Sedykh","Soviet Union","Montreal","Canada"
"281",1976,"Gold",94.58,NA,"Javelin throw","Miklós Németh","Hungary","Montreal","Canada"
"282",1976,"Gold",8618,NA,"Decathlon","Caitlyn Jenner","(as Bruce Jenner)[a] United States","Montreal","Canada"
"283",1972,"Gold",10.14,NA,"100 metres","Valeriy Borzov","Soviet Union","Munich","Germany"
"284",1972,"Gold",20,NA,"200 metres","Valeriy Borzov","Soviet Union","Munich","Germany"
"285",1972,"Gold",44.66,NA,"400 metres","Vincent Matthews","United States","Munich","Germany"
"286",1972,"Gold",NA,NA,"800 metres","Dave Wottle","United States","Munich","Germany"
"287",1972,"Gold",NA,NA,"1500 metres","Pekka Vasala","Finland","Munich","Germany"
"288",1972,"Gold",NA,"OR)","5000 metres","Lasse Virén","Finland","Munich","Germany"
"289",1972,"Gold",NA,"WR)","10,000 metres","Lasse Virén","Finland","Munich","Germany"
"290",1972,"Gold",13.24,"WR)","110 metres hurdles","Rod Milburn","United States","Munich","Germany"
"291",1972,"Gold",47.82,"WR)","400 metres hurdles","John Akii-Bua","Uganda","Munich","Germany"
"292",1972,"Gold",NA,"OR)","3000 metres steeplechase","Kipchoge Keino","Kenya","Munich","Germany"
"293",1972,"Gold",38.19,"WR)","4×100 metres relay","United States","(USA)Larry BlackRobert TaylorGerald TinkerEddie Hart","Munich","Germany"
"294",1972,"Gold",NA,NA,"4×400 metres relay","Kenya (KEN)Charles","AsatiMunyoro NyamauRobert OukoJulius Sang","Munich","Germany"
"295",1972,"Gold",NA,NA,"Marathon","Frank Shorter","United States","Munich","Germany"
"296",1972,"Gold",NA,"OR)","20 kilometres walk","Peter Frenkel","East Germany","Munich","Germany"
"297",1972,"Gold",NA,NA,"50 kilometres walk","Bernd Kannenberg","West Germany","Munich","Germany"
"298",1972,"Gold",2.23,NA,"High jump","Jüri Tarmak","Soviet Union","Munich","Germany"
"299",1972,"Gold",5.5,"OR)","Pole vault","Wolfgang Nordwig","East Germany","Munich","Germany"
"300",1972,"Gold",8.24,NA,"Long jump","Randy Williams","United States","Munich","Germany"
"301",1972,"Gold",17.35,NA,"Triple jump","Viktor Saneyev","Soviet Union","Munich","Germany"
"302",1972,"Gold",21.18,"OR)","Shot put","Władysław Komar","Poland","Munich","Germany"
"303",1972,"Gold",64.4,NA,"Discus throw","Ludvík Daněk","Czechoslovakia","Munich","Germany"
"304",1972,"Gold",75.5,"OR)","Hammer throw","Anatoliy Bondarchuk","Soviet Union","Munich","Germany"
"305",1972,"Gold",90.48,"OR)","Javelin throw","Klaus Wolfermann","West Germany","Munich","Germany"
"306",1972,"Gold",8454,"WR)","Decathlon","Mykola Avilov","Soviet Union","Munich","Germany"
"307",1968,"Gold",9.95,NA,"100 metres","Jim Hines","United States","Mexico City","Mexico"
"308",1968,"Gold",19.83,NA,"200 metres","Tommie Smith","United States","Mexico City","Mexico"
"309",1968,"Gold",43.86,NA,"400 metres","Lee Evans","United States","Mexico City","Mexico"
"310",1968,"Gold",NA,NA,"800 metres","Ralph Doubell","Australia","Mexico City","Mexico"
"311",1968,"Gold",NA,NA,"1500 metres","Kipchoge Keino","Kenya","Mexico City","Mexico"
"312",1968,"Gold",NA,NA,"5000 metres","Mohammed Gammoudi","Tunisia","Mexico City","Mexico"
"313",1968,"Gold",NA,NA,"10,000 metres","Naftali Temu","Kenya","Mexico City","Mexico"
"314",1968,"Gold",13.33,NA,"110 metres hurdles","Willie Davenport","United States","Mexico City","Mexico"
"315",1968,"Gold",48.12,NA,"400 metres hurdles","David Hemery","Great Britain","Mexico City","Mexico"
"316",1968,"Gold",NA,NA,"3000 metres steeplechase","Amos Biwott","Kenya","Mexico City","Mexico"
"317",1968,"Gold",38.24,NA,"4×100 metres relay","United States","(USA)Charles GreeneMel PenderRonnie Ray SmithJim Hines","Mexico City","Mexico"
"318",1968,"Gold",NA,NA,"4×400 metres relay","United States","(USA)Vincent MatthewsRon FreemanLarry JamesLee Evans","Mexico City","Mexico"
"319",1968,"Gold",NA,NA,"Marathon","Mamo Wolde","Ethiopia","Mexico City","Mexico"
"320",1968,"Gold",NA,NA,"20 kilometres walk","Volodymyr Holubnychy","Soviet Union","Mexico City","Mexico"
"321",1968,"Gold",NA,NA,"50 kilometres walk","Christoph Höhne","East Germany","Mexico City","Mexico"
"322",1968,"Gold",2.24,NA,"High jump","Dick Fosbury","United States","Mexico City","Mexico"
"323",1968,"Gold",5.4,NA,"Pole vault","Bob Seagren","United States","Mexico City","Mexico"
"324",1968,"Gold",8.9,NA,"Long jump","Bob Beamon","United States","Mexico City","Mexico"
"325",1968,"Gold",17.39,NA,"Triple jump","Viktor Saneyev","Soviet Union","Mexico City","Mexico"
"326",1968,"Gold",20.54,NA,"Shot put","Randy Matson","United States","Mexico City","Mexico"
"327",1968,"Gold",64.78,NA,"Discus throw","Al Oerter","United States","Mexico City","Mexico"
"328",1968,"Gold",73.36,NA,"Hammer throw","Gyula Zsivótzky","Hungary","Mexico City","Mexico"
"329",1968,"Gold",90.1,NA,"Javelin throw","Jānis Lūsis","Soviet Union","Mexico City","Mexico"
"330",1968,"Gold",8193,NA,"Decathlon","Bill Toomey","United States","Mexico City","Mexico"
"331",1964,"Gold",10,"=WR)","100 metres","Bob Hayes","United States","Tokyo","Japan"
"332",1964,"Gold",20.3,"OR)","200 metres","Henry Carr","United States","Tokyo","Japan"
"333",1964,"Gold",45.1,NA,"400 metres","Mike Larrabee","United States","Tokyo","Japan"
"334",1964,"Gold",NA,"OR)","800 metres","Peter Snell","New Zealand","Tokyo","Japan"
"335",1964,"Gold",NA,NA,"1500 metres","Peter Snell","New Zealand","Tokyo","Japan"
"336",1964,"Gold",NA,NA,"5000 metres","Bob Schul","United States","Tokyo","Japan"
"337",1964,"Gold",NA,"OR)","10,000 metres","Billy Mills","United States","Tokyo","Japan"
"338",1964,"Gold",13.67,NA,"110 metres hurdles","Hayes Jones","United States","Tokyo","Japan"
"339",1964,"Gold",49.6,NA,"400 metres hurdles","Rex Cawley","United States","Tokyo","Japan"
"340",1964,"Gold",NA,"OR)","3000 metres steeplechase","Gaston Roelants","Belgium","Tokyo","Japan"
"341",1964,"Gold",39,"WR)","4×100 metres relay","United States","(USA)Paul DraytonGerry AshworthRichard StebbinsBob Hayes","Tokyo","Japan"
"342",1964,"Gold",NA,"WR)","4×400 metres relay","United States","(USA)Ollan CassellMike LarrabeeUlis WilliamsHenry Carr","Tokyo","Japan"
"343",1964,"Gold",NA,"WR)","Marathon","Abebe Bikila","Ethiopia","Tokyo","Japan"
"344",1964,"Gold",NA,"OR)","20 kilometres walk","Ken Matthews","Great Britain","Tokyo","Japan"
"345",1964,"Gold",NA,"OR)","50 kilometres walk","Abdon Pamich","Italy","Tokyo","Japan"
"346",1964,"Gold",2.18,"OR)","High jump","Valeriy Brumel","Soviet Union","Tokyo","Japan"
"347",1964,"Gold",5.1,"OR)","Pole vault","Fred Hansen","United States","Tokyo","Japan"
"348",1964,"Gold",8.07,NA,"Long jump","Lynn Davies","Great Britain","Tokyo","Japan"
"349",1964,"Gold",16.85,"OR)","Triple jump","Józef Szmidt","Poland","Tokyo","Japan"
"350",1964,"Gold",20.33,"OR)","Shot put","Dallas Long","United States","Tokyo","Japan"
"351",1964,"Gold",61,"OR)","Discus throw","Al Oerter","United States","Tokyo","Japan"
"352",1964,"Gold",69.74,"OR)","Hammer throw","Romuald Klim","Soviet Union","Tokyo","Japan"
"353",1964,"Gold",82.66,NA,"Javelin throw","Pauli Nevala","Finland","Tokyo","Japan"
"354",1964,"Gold",7887,NA,"Decathlon","Willi Holdorf","United Team of Germany","Tokyo","Japan"
"355",1960,"Gold",10.2,"=OR)","100 metres","Armin Hary","United Team of Germany","Rome","Italy"
"356",1960,"Gold",20.5,"=WR)","200 metres","Livio Berruti","Italy","Rome","Italy"
"357",1960,"Gold",44.9,"WR)","400 metres","Otis Davis","United States","Rome","Italy"
"358",1960,"Gold",NA,"OR)","800 metres","Peter Snell","New Zealand","Rome","Italy"
"359",1960,"Gold",NA,"WR)","1500 metres","Herb Elliott","Australia","Rome","Italy"
"360",1960,"Gold",NA,NA,"5000 metres","Murray Halberg","New Zealand","Rome","Italy"
"361",1960,"Gold",NA,"OR)","10,000 metres","Pyotr Bolotnikov","Soviet Union","Rome","Italy"
"362",1960,"Gold",13.8,NA,"110 metres hurdles","Lee Calhoun","United States","Rome","Italy"
"363",1960,"Gold",49.3,"OR)","400 metres hurdles","Glenn Davis","United States","Rome","Italy"
"364",1960,"Gold",NA,"OR)","3000 metres steeplechase","Zdzisław Krzyszkowiak","Poland","Rome","Italy"
"365",1960,"Gold",39.5,"=WR)","4×100 metres relay","United Team","of Germany (EUA)Bernd CullmannArmin HaryWalter MahlendorfMartin Lauer","Rome","Italy"
"366",1960,"Gold",NA,"WR)","4×400 metres relay","United States","(USA)Jack YermanEarl YoungGlenn DavisOtis Davis","Rome","Italy"
"367",1960,"Gold",NA,"WB)","Marathon","Abebe Bikila","Ethiopia","Rome","Italy"
"368",1960,"Gold",NA,NA,"20 kilometres walk","Vladimir Golubnichy","Soviet Union","Rome","Italy"
"369",1960,"Gold",NA,"OR)","50 kilometres walk","Don Thompson","Great Britain","Rome","Italy"
"370",1960,"Gold",2.16,"OR)","High jump","Robert Shavlakadze","Soviet Union","Rome","Italy"
"371",1960,"Gold",4.7,"OR)","Pole vault","Don Bragg","United States","Rome","Italy"
"372",1960,"Gold",8.12,"OR)","Long jump","Ralph Boston","United States","Rome","Italy"
"373",1960,"Gold",16.81,"OR)","Triple jump","Józef Szmidt","Poland","Rome","Italy"
"374",1960,"Gold",19.68,"OR)","Shot put","Bill Nieder","United States","Rome","Italy"
"375",1960,"Gold",59.18,"OR)","Discus throw","Al Oerter","United States","Rome","Italy"
"376",1960,"Gold",67.1,"OR)","Hammer throw","Vasili Rudenkov","Soviet Union","Rome","Italy"
"377",1960,"Gold",84.64,NA,"Javelin throw","Viktor Tsybulenko","Soviet Union","Rome","Italy"
"378",1960,"Gold",8392,"OR)","Decathlon","Rafer Johnson","United States","Rome","Italy"
"379",1956,"Gold",10.5,NA,"100 metres","Bobby Morrow","United States","Melbourne","Australia"
"380",1956,"Gold",20.6,"OR)","200 metres","Bobby Morrow","United States","Melbourne","Australia"
"381",1956,"Gold",46.7,NA,"400 metres","Charles Jenkins","United States","Melbourne","Australia"
"382",1956,"Gold",46.7,NA,"400 metres","Charles Jenkins","United States","Melbourne","Australia"
"383",1956,"Gold",NA,"OR)","800 metres","Tom Courtney","United States","Melbourne","Australia"
"384",1956,"Gold",NA,"OR)","1500 metres","Ron Delany","Ireland","Melbourne","Australia"
"385",1956,"Gold",NA,"OR)","5000 metres","Vladimir Kuts","Soviet Union","Melbourne","Australia"
"386",1956,"Gold",NA,"OR)","10,000 metres","Vladimir Kuts","Soviet Union","Melbourne","Australia"
"387",1956,"Gold",13.5,"OR)","110 metres hurdles","Lee Calhoun","United States","Melbourne","Australia"
"388",1956,"Gold",50.1,"=OR)","400 metres hurdles","Glenn Davis","United States","Melbourne","Australia"
"389",1956,"Gold",NA,"OR)","3000 metres steeplechase","Chris Brasher","Great Britain","Melbourne","Australia"
"390",1956,"Gold",39.5,"WR)","4 × 100 metres relay","United States","(USA)Thane BakerLeamon KingBobby MorrowIra Murchison","Melbourne","Australia"
"391",1956,"Gold",NA,NA,"4 × 400 metres relay","United States","(USA)Tom CourtneyCharles JenkinsLou JonesJesse Mashburn","Melbourne","Australia"
"392",1956,"Gold",NA,NA,"Marathon","Alain Mimoun","France","Melbourne","Australia"
"393",1956,"Gold",NA,NA,"20 kilometres walk","Leonid Spirin","Soviet Union","Melbourne","Australia"
"394",1956,"Gold",NA,NA,"50 kilometres walk","Norman Read","New Zealand","Melbourne","Australia"
"395",1956,"Gold",2.12,"OR)","High jump","Charles Dumas","United States","Melbourne","Australia"
"396",1956,"Gold",4.56,"OR)","Pole vault","Bob Richards","United States","Melbourne","Australia"
"397",1956,"Gold",7.83,NA,"Long jump","Greg Bell","United States","Melbourne","Australia"
"398",1956,"Gold",16.35,"OR)","Triple jump","Adhemar da","Silva Brazil","Melbourne","Australia"
"399",1956,"Gold",18.57,"OR)","Shot put","Parry O'Brien","United States","Melbourne","Australia"
"400",1956,"Gold",56.36,"OR)","Discus throw","Al Oerter","United States","Melbourne","Australia"
"401",1956,"Gold",63.19,"OR)","Hammer throw","Harold Connolly","United States","Melbourne","Australia"
"402",1956,"Gold",85.71,"WR)","Javelin throw","Egil Danielsen","Norway","Melbourne","Australia"
"403",1956,"Gold",7937,"OR)","Decathlon","Milt Campbell","United States","Melbourne","Australia"
"404",1952,"Gold",10.4,NA,"100 metres","Lindy Remigino","United States","Helsinki","Finland"
"405",1952,"Gold",20.7,NA,"200 metres","Andy Stanfield","United States","Helsinki","Finland"
"406",1952,"Gold",45.9,NA,"400 metres","George Rhoden","Jamaica","Helsinki","Finland"
"407",1952,"Gold",NA,NA,"800 metres","Mal Whitfield","United States","Helsinki","Finland"
"408",1952,"Gold",NA,NA,"1500 metres","Josy Barthel","Luxembourg","Helsinki","Finland"
"409",1952,"Gold",NA,NA,"5000 metres","Emil Zátopek","Czechoslovakia","Helsinki","Finland"
"410",1952,"Gold",NA,NA,"10,000 metres","Emil Zátopek","Czechoslovakia","Helsinki","Finland"
"411",1952,"Gold",13.7,NA,"110 metres hurdles","Harrison Dillard","United States","Helsinki","Finland"
"412",1952,"Gold",50.8,NA,"400 metres hurdles","Charles Moore","United States","Helsinki","Finland"
"413",1952,"Gold",NA,NA,"3000 metres steeplechase","Horace Ashenfelter","United States","Helsinki","Finland"
"414",1952,"Gold",40.1,NA,"4 × 100 metres relay","United States","(USA)Dean SmithHarrison DillardLindy RemiginoAndy Stanfield","Helsinki","Finland"
"415",1952,"Gold",NA,NA,"4 × 400 metres relay","Jamaica (JAM)Arthur","WintLeslie LaingHerb McKenleyGeorge Rhoden","Helsinki","Finland"
"416",1952,"Gold",NA,NA,"Marathon","Emil Zátopek","Czechoslovakia","Helsinki","Finland"
"417",1952,"Gold",NA,NA,"10 kilometres walk","John Mikaelsson","Sweden","Helsinki","Finland"
"418",1952,"Gold",NA,NA,"50 kilometres walk","Giuseppe Dordoni","Italy","Helsinki","Finland"
"419",1952,"Gold",NA,NA,"High jump","Walt Davis","United States","Helsinki","Finland"
"420",1952,"Gold",NA,NA,"Pole vault","Bob Richards","United States","Helsinki","Finland"
"421",1952,"Gold",NA,NA,"Long jump","Jerome Biffle","United States","Helsinki","Finland"
"422",1952,"Gold",16.22,NA,"Triple jump","Adhemar da","Silva Brazil","Helsinki","Finland"
"423",1952,"Gold",NA,NA,"Shot put","Parry O'Brien","United States","Helsinki","Finland"
"424",1952,"Gold",NA,NA,"Discus throw","Sim Iness","United States","Helsinki","Finland"
"425",1952,"Gold",60.34,NA,"Hammer throw","József Csermák","Hungary","Helsinki","Finland"
"426",1952,"Gold",NA,NA,"Javelin throw","Cy Young","United States","Helsinki","Finland"
"427",1952,"Gold",NA,NA,"Decathlon","Bob Mathias","United States","Helsinki","Finland"
"428",1948,"Gold",10.3,NA,"100 metres","Harrison Dillard","United States","London","Great Britain"
"429",1948,"Gold",21.1,NA,"200 metres","Mel Patton","United States","London","Great Britain"
"430",1948,"Gold",46.2,NA,"400 metres","Arthur Wint","Jamaica","London","Great Britain"
"431",1948,"Gold",NA,NA,"800 metres","Mal Whitfield","United States","London","Great Britain"
"432",1948,"Gold",NA,NA,"1500 metres","Henry Eriksson","Sweden","London","Great Britain"
"433",1948,"Gold",NA,NA,"5000 metres","Gaston Reiff","Belgium","London","Great Britain"
"434",1948,"Gold",NA,NA,"10,000 metres","Emil Zátopek","Czechoslovakia","London","Great Britain"
"435",1948,"Gold",13.9,NA,"110 metres hurdles","William Porter","United States","London","Great Britain"
"436",1948,"Gold",51.1,NA,"400 metres hurdles","Roy Cochran","United States","London","Great Britain"
"437",1948,"Gold",NA,NA,"3000 metres steeplechase","Tore Sjöstrand","Sweden","London","Great Britain"
"438",1948,"Gold",40.6,NA,"4 × 100 metres relay","United States","(USA)Barney EwellLorenzo WrightHarrison DillardMel Patton","London","Great Britain"
"439",1948,"Gold",NA,NA,"4 × 400 metres relay","United States","(USA)Roy CochranCliff BourlandArthur HarndenMal Whitfield","London","Great Britain"
"440",1948,"Gold",NA,NA,"Marathon","Delfo Cabrera","Argentina","London","Great Britain"
"441",1948,"Gold",NA,NA,"10 kilometres walk","John Mikaelsson","Sweden","London","Great Britain"
"442",1948,"Gold",NA,NA,"50 kilometres walk","John Ljunggren","Sweden","London","Great Britain"
"443",1948,"Gold",1.98,NA,"High jump","John Winter","Australia","London","Great Britain"
"444",1948,"Gold",4.3,NA,"Pole vault","Guinn Smith","United States","London","Great Britain"
"445",1948,"Gold",7.825,NA,"Long jump","Willie Steele","United States","London","Great Britain"
"446",1948,"Gold",15.4,NA,"Triple jump","Arne Åhman","Sweden","London","Great Britain"
"447",1948,"Gold",17.12,NA,"Shot put","Wilbur Thompson","United States","London","Great Britain"
"448",1948,"Gold",52.78,NA,"Discus throw","Adolfo Consolini","Italy","London","Great Britain"
"449",1948,"Gold",56.07,NA,"Hammer throw","Imre Németh","Hungary","London","Great Britain"
"450",1948,"Gold",69.77,NA,"Javelin throw","Tapio Rautavaara","Finland","London","Great Britain"
"451",1948,"Gold",7139,NA,"Decathlon","Bob Mathias","United States","London","Great Britain"
"452",1936,"Gold",10.3,NA,"100 metres","Jesse Owens","United States","Berlin","Germany"
"453",1936,"Gold",20.7,NA,"200 metres","Jesse Owens","United States","Berlin","Germany"
"454",1936,"Gold",46.5,NA,"400 metres","Archie Williams","United States","Berlin","Germany"
"455",1936,"Gold",NA,NA,"800 metres","John Woodruff","United States","Berlin","Germany"
"456",1936,"Gold",NA,NA,"1500 metres","Jack Lovelock","New Zealand","Berlin","Germany"
"457",1936,"Gold",NA,NA,"5000 metres","Gunnar Höckert","Finland","Berlin","Germany"
"458",1936,"Gold",NA,NA,"10,000 metres","Ilmari Salminen","Finland","Berlin","Germany"
"459",1936,"Gold",14.2,NA,"110 metres hurdles","Forrest Towns","United States","Berlin","Germany"
"460",1936,"Gold",52.4,NA,"400 metres hurdles","Glenn Hardin","United States","Berlin","Germany"
"461",1936,"Gold",NA,NA,"3000 metres steeplechase","Volmari Iso-Hollo","Finland","Berlin","Germany"
"462",1936,"Gold",39.8,NA,"4 × 100 meters relay","United States","(USA)Jesse OwensRalph MetcalfeFoy DraperFrank Wykoff","Berlin","Germany"
"463",1936,"Gold",NA,NA,"4 × 400 meters relay","Great Britain","(GBR)Freddie WolffGodfrey RamplingBill RobertsGodfrey Brown","Berlin","Germany"
"464",1936,"Gold",NA,NA,"Marathon","Son Kitei","Japan[1]","Berlin","Germany"
"465",1936,"Gold",NA,NA,"50 kilometres walk","Harold Whitlock","Great Britain","Berlin","Germany"
"466",1936,"Gold",2.03,NA,"High jump","Cornelius Johnson","United States","Berlin","Germany"
"467",1936,"Gold",4.35,NA,"Pole vault","Earle Meadows","United States","Berlin","Germany"
"468",1936,"Gold",8.06,NA,"Long jump","Jesse Owens","United States","Berlin","Germany"
"469",1936,"Gold",16,NA,"Triple jump","Naoto Tajima","Japan","Berlin","Germany"
"470",1936,"Gold",16.2,NA,"Shot put","Hans Woellke","Germany","Berlin","Germany"
"471",1936,"Gold",50.48,NA,"Discus throw","Ken Carpenter","United States","Berlin","Germany"
"472",1936,"Gold",56.49,NA,"Hammer throw","Karl Hein","Germany","Berlin","Germany"
"473",1936,"Gold",71.84,NA,"Javelin throw","Gerhard Stöck","Germany","Berlin","Germany"
"474",1936,"Gold",7900,NA,"Decathlon","Glenn Morris","United States","Berlin","Germany"
"475",2016,"Silver",9.89,NA,"100 metres","Justin Gatlin","United States","Rio de Janeiro","Brazil"
"476",2016,"Silver",20.02,NA,"200 metres","Andre De","Grasse Canada","Rio de Janeiro","Brazil"
"477",2016,"Silver",43.76,NA,"400 metres","Kirani James","Grenada","Rio de Janeiro","Brazil"
"478",2016,"Silver",NA,NA,"800 metres","Taoufik Makhloufi","Algeria","Rio de Janeiro","Brazil"
"479",2016,"Silver",NA,NA,"1500 metres","Taoufik Makhloufi","Algeria","Rio de Janeiro","Brazil"
"480",2016,"Silver",NA,NA,"5000 metres","Paul Chelimo","United States","Rio de Janeiro","Brazil"
"481",2016,"Silver",NA,NA,"10,000 metres","Paul Tanui","Kenya","Rio de Janeiro","Brazil"
"482",2016,"Silver",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"483",2016,"Silver",13.17,NA,"110 metres hurdles","Orlando Ortega","Spain","Rio de Janeiro","Brazil"
"484",2016,"Silver",47.78,NA,"400 metres hurdles","Boniface Tumuti","Kenya","Rio de Janeiro","Brazil"
"485",2016,"Silver",NA,NA,"3000 metres steeplechase","Evan Jager","United States","Rio de Janeiro","Brazil"
"486",2016,"Silver",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"487",2016,"Silver",37.6,NA,"4 × 100 metres relay","Japan (JPN)Ryota","YamagataShota IizukaYoshihide KiryuAsuka Cambridge","Rio de Janeiro","Brazil"
"488",2016,"Silver",NA,NA,"4 × 400 metres relay","Jamaica (JAM)Peter","MatthewsNathon AllenFitzroy DunkleyJavon FrancisRusheen McDonald*","Rio de Janeiro","Brazil"
"489",2016,"Silver",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"490",2016,"Silver",NA,NA,"Marathon","Feyisa Lilesa","Ethiopia","Rio de Janeiro","Brazil"
"491",2016,"Silver",NA,NA,"20 kilometres walk","Cai Zelin","China","Rio de Janeiro","Brazil"
"492",2016,"Silver",NA,NA,"50 kilometres walk","Jared Tallent","Australia","Rio de Janeiro","Brazil"
"493",2016,"Silver",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"494",2016,"Silver",2.36,NA,"High jump","Mutaz Essa","Barshim Qatar","Rio de Janeiro","Brazil"
"495",2016,"Silver",5.98,NA,"Pole vault","Renaud Lavillenie","France","Rio de Janeiro","Brazil"
"496",2016,"Silver",8.37,NA,"Long jump","Luvo Manyonga","South Africa","Rio de Janeiro","Brazil"
"497",2016,"Silver",17.76,NA,"Triple jump","Will Claye","United States","Rio de Janeiro","Brazil"
"498",2016,"Silver",21.78,NA,"Shot put","Joe Kovacs","United States","Rio de Janeiro","Brazil"
"499",2016,"Silver",67.55,NA,"Discus throw","Piotr Małachowski","Poland","Rio de Janeiro","Brazil"
"500",2016,"Silver",77.79,NA,"Hammer throw","Ivan Tsikhan","Belarus","Rio de Janeiro","Brazil"
"501",2016,"Silver",88.24,NA,"Javelin throw","Julius Yego","Kenya","Rio de Janeiro","Brazil"
"502",2016,"Silver",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"503",2016,"Silver",8834,NA,"Decathlon","Kévin Mayer","France","Rio de Janeiro","Brazil"
"504",2012,"Silver",9.75,NA,"100 metres","Yohan Blake","Jamaica","London","Great Britain"
"505",2012,"Silver",19.44,NA,"200 metres","Yohan Blake","Jamaica","London","Great Britain"
"506",2012,"Silver",44.46,NA,"400 metres","Luguelín Santos","Dominican Republic","London","Great Britain"
"507",2012,"Silver",NA,NA,"800 metres","Nijel Amos","Botswana","London","Great Britain"
"508",2012,"Silver",NA,NA,"1500 metres","Leonel Manzano","United States","London","Great Britain"
"509",2012,"Silver",NA,NA,"5000 metres","Dejen Gebremeskel","Ethiopia","London","Great Britain"
"510",2012,"Silver",NA,NA,"10,000 metres","Galen Rupp","United States","London","Great Britain"
"511",2012,"Silver",NA,NA,""," NA",NA,"London","Great Britain"
"512",2012,"Silver",13.04,NA,"110 metres hurdles","Jason Richardson","United States","London","Great Britain"
"513",2012,"Silver",47.91,NA,"400 metres hurdles","Michael Tinsley","United States","London","Great Britain"
"514",2012,"Silver",NA,NA,"3000 metres steeplechase","Mahiedine Benabbad","France","London","Great Britain"
"515",2012,"Silver",NA,NA,""," NA",NA,"London","Great Britain"
"516",2012,"Silver",38.12,NA,"4×100 metres relay [a]","Trinidad and","Tobago (TRI)Keston BledmanMarc BurnsEmmanuel CallenderRichard Thompson","London","Great Britain"
"517",2012,"Silver",NA,NA,"4×400 metres relay","United States","(USA)Bryshon NellumJoshua ManceTony McQuayAngelo TaylorManteo Mitchell*","London","Great Britain"
"518",2012,"Silver",NA,NA,""," NA",NA,"London","Great Britain"
"519",2012,"Silver",NA,NA,"Marathon","Abel Kirui","Kenya","London","Great Britain"
"520",2012,"Silver",NA,NA,"20 kilometres walk","Érick Barrondo","Guatemala","London","Great Britain"
"521",2012,"Silver",NA,NA,"50 kilometres walk [b]","Si Tianfeng","China","London","Great Britain"
"522",2012,"Silver",NA,NA,""," NA",NA,"London","Great Britain"
"523",2012,"Silver",2.29,NA,"High jump [c]","Mutaz Essa","Barshim QatarDerek Drouin CanadaRobert Grabarz Great Britain","London","Great Britain"
"524",2012,"Silver",5.91,NA,"Pole vault","Björn Otto","Germany","London","Great Britain"
"525",2012,"Silver",8.16,NA,"Long jump","Mitchell Watt","Australia","London","Great Britain"
"526",2012,"Silver",17.62,NA,"Triple jump","Will Claye","United States","London","Great Britain"
"527",2012,"Silver",21.86,NA,"Shot put","David Storl","Germany","London","Great Britain"
"528",2012,"Silver",68.18,NA,"Discus throw","Ehsan Haddadi","Iran","London","Great Britain"
"529",2012,"Silver",79.36,NA,"Hammer throw","Primož Kozmus","Slovenia","London","Great Britain"
"530",2012,"Silver",84.12,NA,"Javelin throw [d]","Antti Ruuskanen","Finland","London","Great Britain"
"531",2012,"Silver",NA,NA,""," NA",NA,"London","Great Britain"
"532",2012,"Silver",8671,NA,"Decathlon","Trey Hardee","United States","London","Great Britain"
"533",2008,"Silver",9.89,NA,"100 metres","Richard Thompson","Trinidad and Tobago","Beijing","China"
"534",2008,"Silver",19.96,NA,"200 metres","Shawn Crawford","United States","Beijing","China"
"535",2008,"Silver",44.74,NA,"400 metres","Jeremy Wariner","United States","Beijing","China"
"536",2008,"Silver",NA,NA,"800 metres","Ismail Ahmed","Ismail Sudan","Beijing","China"
"537",2008,"Silver",NA,NA,"1500 metres [a]","Nicholas Willis","New Zealand","Beijing","China"
"538",2008,"Silver",NA,NA,"5000 metres","Eliud Kipchoge","Kenya","Beijing","China"
"539",2008,"Silver",NA,NA,"10,000 metres","Sileshi Sihine","Ethiopia","Beijing","China"
"540",2008,"Silver",13.17,NA,"110 metres hurdles","David Payne","United States","Beijing","China"
"541",2008,"Silver",47.98,NA,"400 metres hurdles","Kerron Clement","United States","Beijing","China"
